airline,source,destination,route,duration,total_stops,price,year,month,day,day_name,holiday,season,dep_hour,dep_minute,dep_time,arrival_hour,arrival_minute,arrival_time
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,15129,2019,5,18,Saturday,1,Summer,5,30,Early Morning,4,25,Early Morning
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3543,2019,6,18,Tuesday,0,Rainy,8,20,Morning,10,35,Morning
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,6,21,Friday,0,Rainy,13,15,Afternoon,14,45,Afternoon
Air Asia,Banglore,Delhi,BLR → DEL,170,0,4282,2019,6,5,Wednesday,0,Rainy,4,55,Early Morning,7,45,Early Morning
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,5162,2019,12,5,Thursday,0,Winter,6,50,Early Morning,10,30,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,765,1,15237,2019,9,3,Tuesday,0,Rainy,7,0,Early Morning,19,45,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,440,1,12524,2019,1,6,Sunday,1,Winter,11,40,Morning,19,0,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1495,1,10844,2019,5,18,Saturday,1,Summer,18,55,Evening,19,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,600,1,8309,2019,5,18,Saturday,1,Summer,9,15,Morning,19,15,Evening
GoAir,Delhi,Cochin,DEL → AMD → COK,355,1,4106,2019,9,4,Wednesday,0,Rainy,7,25,Early Morning,13,20,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,5177,2019,6,4,Tuesday,0,Rainy,2,15,Late Night,12,35,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,400,1,10844,2019,5,21,Tuesday,0,Summer,14,5,Afternoon,20,45,Night
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,5,18,Saturday,1,Summer,16,55,Evening,19,55,Evening
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1380,2,13381,2019,5,21,Tuesday,0,Summer,20,15,Night,19,15,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,4332,2019,1,5,Saturday,1,Winter,11,35,Morning,14,0,Afternoon
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,760,1,26890,2019,1,3,Thursday,0,Winter,5,45,Early Morning,18,25,Evening
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,12803,2019,5,15,Wednesday,0,Summer,10,55,Morning,7,40,Early Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,3873,2019,3,4,Monday,0,Summer,9,0,Morning,11,25,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,10844,2019,6,6,Thursday,0,Rainy,8,25,Morning,16,20,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,6144,2019,3,5,Tuesday,0,Summer,19,50,Evening,22,50,Night
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,7229,2019,1,5,Saturday,1,Winter,11,10,Morning,14,5,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,705,1,12767,2019,3,21,Thursday,0,Summer,7,5,Early Morning,18,50,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,7229,2019,6,5,Wednesday,0,Rainy,15,15,Afternoon,18,10,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,470,1,7354,2019,12,6,Friday,0,Winter,11,25,Morning,19,15,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,4049,2019,5,21,Tuesday,0,Summer,9,10,Morning,10,40,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,13377,2019,5,27,Monday,0,Summer,11,30,Morning,1,30,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,6144,2019,3,15,Friday,0,Summer,10,10,Morning,13,0,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,795,1,8266,2019,5,15,Wednesday,0,Summer,6,0,Early Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,10975,2019,5,15,Wednesday,0,Summer,7,5,Early Morning,9,25,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,12192,2019,6,15,Saturday,1,Rainy,7,0,Early Morning,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → IXC → BOM → COK,2245,2,12273,2019,3,27,Wednesday,0,Summer,6,20,Early Morning,19,45,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,330,1,10262,2019,9,6,Friday,0,Rainy,7,5,Early Morning,12,35,Afternoon
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,2228,2019,3,24,Sunday,1,Summer,15,50,Afternoon,17,20,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,6,27,Thursday,0,Rainy,19,35,Evening,21,55,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,155,0,3841,2019,5,15,Wednesday,0,Summer,6,55,Early Morning,9,30,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,425,1,9899,2019,12,6,Friday,0,Winter,16,30,Evening,23,35,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,555,1,13587,2019,9,6,Friday,0,Rainy,2,15,Late Night,11,30,Morning
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,4409,2019,9,6,Friday,0,Rainy,19,55,Evening,22,25,Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2227,2019,6,5,Wednesday,0,Rainy,21,20,Night,22,50,Night
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,4937,2019,3,3,Sunday,1,Summer,6,20,Early Morning,7,40,Early Morning
IndiGo,Kolkata,Banglore,CCU → BOM → BLR,345,1,9319,2019,3,24,Sunday,1,Summer,5,35,Early Morning,11,20,Morning
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,505,1,14151,2019,12,5,Thursday,0,Winter,9,35,Morning,18,0,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,360,1,14714,2019,9,6,Friday,0,Rainy,13,0,Afternoon,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,3,5,Tuesday,0,Summer,17,45,Evening,20,45,Night
Vistara,Chennai,Kolkata,MAA → CCU,140,0,11982,2019,3,5,Tuesday,0,Summer,17,45,Evening,20,5,Night
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4990,2019,12,4,Wednesday,0,Winter,18,25,Evening,21,20,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,505,1,9103,2019,5,21,Tuesday,0,Summer,10,35,Morning,19,0,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,155,0,6300,2019,12,3,Tuesday,0,Winter,9,30,Morning,12,5,Afternoon
Jet Airways,Delhi,Cochin,DEL → BHO → BOM → COK,425,2,14441,2019,6,24,Monday,0,Rainy,5,30,Early Morning,12,35,Afternoon
Air India,Kolkata,Banglore,CCU → BOM → BLR,545,1,8366,2019,12,6,Friday,0,Winter,9,25,Morning,18,30,Evening
SpiceJet,Delhi,Cochin,DEL → MAA → COK,380,1,7317,2019,5,18,Saturday,1,Summer,15,45,Afternoon,22,5,Night
GoAir,Banglore,Delhi,BLR → DEL,175,0,3898,2019,3,24,Sunday,1,Summer,7,45,Early Morning,10,40,Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,145,0,3841,2019,6,18,Tuesday,0,Rainy,9,0,Morning,11,25,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,15373,2019,1,5,Saturday,1,Winter,9,0,Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,860,1,7155,2019,6,24,Monday,0,Rainy,4,55,Early Morning,19,15,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,300,1,6593,2019,3,6,Wednesday,0,Summer,16,0,Evening,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,535,1,15400,2019,6,3,Monday,0,Rainy,9,55,Morning,18,50,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,965,1,6162,2019,4,24,Wednesday,0,Summer,4,55,Early Morning,21,0,Night
Vistara,Delhi,Cochin,DEL → COK,190,0,6216,2019,3,6,Wednesday,0,Summer,14,40,Afternoon,17,50,Evening
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,19644,2019,5,18,Saturday,1,Summer,11,40,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4544,2019,9,5,Thursday,0,Rainy,15,15,Afternoon,18,10,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3384,2019,3,27,Wednesday,0,Summer,14,40,Afternoon,17,5,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4804,2019,6,6,Thursday,0,Rainy,15,15,Afternoon,17,45,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1435,1,10031,2019,3,24,Sunday,1,Summer,19,45,Evening,19,40,Evening
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,375,1,7832,2019,3,21,Thursday,0,Summer,7,0,Early Morning,13,15,Afternoon
Vistara,Kolkata,Banglore,CCU → DEL → BLR,965,1,10027,2019,5,24,Friday,0,Summer,17,0,Evening,9,5,Morning
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,2754,2019,3,18,Monday,0,Summer,12,0,Afternoon,13,25,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1225,1,12767,2019,3,21,Thursday,0,Summer,8,0,Morning,4,25,Early Morning
GoAir,Delhi,Cochin,DEL → BOM → COK,310,1,7870,2019,6,24,Monday,0,Rainy,14,25,Afternoon,19,35,Evening
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,765,1,9646,2019,6,24,Monday,0,Rainy,9,45,Morning,22,30,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,520,1,13731,2019,5,24,Friday,0,Summer,20,0,Night,4,40,Early Morning
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,8879,2019,3,6,Wednesday,0,Summer,7,0,Early Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,760,1,6795,2019,6,6,Thursday,0,Rainy,12,50,Afternoon,1,30,Late Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,480,1,14871,2019,3,3,Sunday,1,Summer,7,30,Early Morning,15,30,Afternoon
Multiple carriers,Delhi,Cochin,DEL → IDR → BOM → COK,630,2,34503,2019,3,3,Sunday,1,Summer,15,5,Afternoon,1,35,Late Night
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1580,2,10975,2019,6,15,Saturday,1,Rainy,7,5,Early Morning,9,25,Morning
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,805,2,15170,2019,5,24,Friday,0,Summer,9,50,Morning,23,15,Night
Air India,Kolkata,Banglore,CCU → BOM → BLR,545,1,8576,2019,5,18,Saturday,1,Summer,9,25,Morning,18,30,Evening
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,9,4,Wednesday,0,Rainy,8,30,Morning,11,20,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,10844,2019,5,21,Tuesday,0,Summer,6,30,Early Morning,19,50,Evening
Jet Airways,Delhi,Cochin,DEL → UDR → BOM → COK,2045,2,20747,2019,3,3,Sunday,1,Summer,18,20,Evening,4,25,Early Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1395,1,12898,2019,5,21,Tuesday,0,Summer,19,45,Evening,19,0,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,625,1,7503,2019,5,18,Saturday,1,Summer,10,35,Morning,21,0,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,600,1,14714,2019,1,6,Sunday,1,Winter,9,0,Morning,19,0,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,275,1,5054,2019,6,24,Monday,0,Rainy,7,35,Early Morning,12,10,Afternoon
GoAir,Banglore,Delhi,BLR → DEL,175,0,8722,2019,3,15,Friday,0,Summer,20,55,Night,23,50,Night
Air India,Banglore,Delhi,BLR → DEL,170,0,5228,2019,9,6,Friday,0,Rainy,21,5,Night,23,55,Night
Air India,Mumbai,Hyderabad,BOM → HYD,90,0,3100,2019,9,5,Thursday,0,Rainy,13,55,Afternoon,15,25,Afternoon
IndiGo,Delhi,Cochin,DEL → COK,195,0,6541,2019,1,6,Sunday,1,Winter,5,35,Early Morning,8,50,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,535,1,8266,2019,5,21,Tuesday,0,Summer,10,20,Morning,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,730,1,9663,2019,5,21,Tuesday,0,Summer,16,30,Evening,4,40,Early Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,365,1,9899,2019,12,6,Friday,0,Winter,16,30,Evening,22,35,Night
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,985,2,6223,2019,3,27,Wednesday,0,Summer,4,55,Early Morning,21,20,Night
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,315,1,5380,2019,9,6,Friday,0,Rainy,15,15,Afternoon,20,30,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,810,1,7740,2019,6,6,Thursday,0,Rainy,7,30,Early Morning,21,0,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,800,1,9899,2019,12,6,Friday,0,Winter,6,30,Early Morning,19,50,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5198,2019,5,18,Saturday,1,Summer,11,10,Morning,14,5,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1200,1,14388,2019,5,18,Saturday,1,Summer,14,5,Afternoon,10,5,Morning
SpiceJet,Kolkata,Banglore,CCU → KNU → BLR,435,1,8479,2019,12,5,Thursday,0,Winter,11,35,Morning,18,50,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1400,1,10844,2019,5,15,Wednesday,0,Summer,18,55,Evening,18,15,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,490,1,6938,2019,12,6,Friday,0,Winter,14,20,Afternoon,22,30,Night
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,765,1,9646,2019,6,15,Saturday,1,Rainy,9,45,Morning,22,30,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,300,1,6593,2019,1,6,Sunday,1,Winter,16,0,Evening,21,0,Night
Vistara Premium economy,Chennai,Kolkata,MAA → CCU,135,0,9125,2019,1,3,Thursday,0,Winter,7,5,Early Morning,9,20,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,615,1,7670,2019,5,15,Wednesday,0,Summer,15,15,Afternoon,1,30,Late Night
Air India,Kolkata,Banglore,CCU → VNS → DEL → BLR,525,2,15894,2019,6,6,Thursday,0,Rainy,14,30,Afternoon,23,15,Night
Jet Airways,Kolkata,Banglore,CCU → GAU → BLR,435,1,5608,2019,5,15,Wednesday,0,Summer,10,20,Morning,17,35,Evening
GoAir,Delhi,Cochin,DEL → AMD → COK,355,1,5842,2019,5,21,Tuesday,0,Summer,7,25,Early Morning,13,20,Afternoon
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,4466,2019,3,27,Wednesday,0,Summer,8,45,Morning,13,15,Afternoon
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,6,24,Monday,0,Rainy,13,15,Afternoon,15,35,Afternoon
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,680,1,13555,2019,3,18,Monday,0,Summer,11,40,Morning,23,0,Night
Air India,Delhi,Cochin,DEL → BOM → COK,555,1,10979,2019,3,6,Wednesday,0,Summer,10,0,Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → COK,180,0,5674,2019,3,21,Thursday,0,Summer,14,10,Afternoon,17,10,Evening
Vistara,Banglore,Delhi,BLR → DEL,170,0,5613,2019,4,27,Saturday,1,Summer,9,45,Morning,12,35,Afternoon
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,5725,2019,3,24,Sunday,1,Summer,22,20,Night,0,40,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,10067,2019,9,3,Tuesday,0,Rainy,16,55,Evening,19,45,Evening
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,4885,2019,12,4,Wednesday,0,Winter,9,30,Morning,12,20,Afternoon
IndiGo,Delhi,Cochin,DEL → BOM → COK,305,1,8258,2019,3,3,Sunday,1,Summer,20,30,Night,1,35,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,7408,2019,12,6,Friday,0,Winter,7,0,Early Morning,21,0,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,10844,2019,5,24,Friday,0,Summer,8,25,Morning,20,45,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,575,1,5894,2019,6,24,Monday,0,Rainy,11,25,Morning,21,0,Night
Air India,Kolkata,Banglore,CCU → BLR,155,0,4435,2019,12,3,Tuesday,0,Winter,20,45,Night,23,20,Night
Jet Airways,Mumbai,Hyderabad,BOM → HYD,85,0,4050,2019,5,21,Tuesday,0,Summer,2,55,Late Night,4,20,Early Morning
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4174,2019,4,15,Monday,0,Summer,22,15,Night,0,50,Late Night
Air India,Delhi,Cochin,DEL → MAA → COK,1420,1,5957,2019,3,27,Wednesday,0,Summer,9,45,Morning,9,25,Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,7303,2019,3,24,Sunday,1,Summer,16,55,Evening,19,45,Evening
IndiGo,Delhi,Cochin,DEL → COK,195,0,6015,2019,12,5,Thursday,0,Winter,5,35,Early Morning,8,50,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,755,1,7564,2019,5,18,Saturday,1,Summer,6,40,Early Morning,19,15,Evening
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,4,24,Wednesday,0,Summer,16,55,Evening,19,55,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,665,1,6442,2019,6,27,Thursday,0,Rainy,5,5,Early Morning,16,10,Evening
Air India,Delhi,Cochin,DEL → BLR → COK,1350,1,7416,2019,3,27,Wednesday,0,Summer,9,45,Morning,8,15,Morning
Air India,Delhi,Cochin,DEL → LKO → BOM → COK,1470,2,14588,2019,5,27,Monday,0,Summer,7,10,Early Morning,7,40,Early Morning
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,8669,2019,6,27,Thursday,0,Rainy,7,0,Early Morning,19,15,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,860,1,6093,2019,9,6,Friday,0,Rainy,6,40,Early Morning,21,0,Night
Air India,Delhi,Cochin,DEL → BOM → COK,1360,1,8372,2019,5,18,Saturday,1,Summer,9,0,Morning,7,40,Early Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,850,1,7064,2019,1,4,Friday,0,Winter,8,25,Morning,22,35,Night
Vistara,Kolkata,Banglore,CCU → DEL → BLR,945,1,12732,2019,3,24,Sunday,1,Summer,7,10,Early Morning,22,55,Night
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,6,27,Thursday,0,Rainy,17,45,Evening,20,5,Night
IndiGo,Banglore,Delhi,BLR → DEL,180,0,7303,2019,3,24,Sunday,1,Summer,8,30,Morning,11,30,Morning
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,10991,2019,6,6,Thursday,0,Rainy,5,50,Early Morning,20,25,Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,6,6,Thursday,0,Rainy,13,0,Afternoon,15,50,Afternoon
IndiGo,Delhi,Cochin,DEL → MAA → COK,315,1,5636,2019,5,21,Tuesday,0,Summer,7,15,Early Morning,12,30,Afternoon
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,290,1,4268,2019,9,4,Wednesday,0,Rainy,15,15,Afternoon,20,5,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,13014,2019,9,6,Friday,0,Rainy,5,30,Early Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,720,1,13727,2019,9,5,Thursday,0,Rainy,9,0,Morning,21,0,Night
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4174,2019,9,4,Wednesday,0,Rainy,15,15,Afternoon,17,45,Evening
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,435,2,10493,2019,3,27,Wednesday,0,Summer,12,0,Afternoon,19,15,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,625,1,6794,2019,5,21,Tuesday,0,Summer,10,35,Morning,21,0,Night
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,685,1,26890,2019,1,3,Thursday,0,Winter,7,0,Early Morning,18,25,Evening
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,7038,2019,1,6,Sunday,1,Winter,7,10,Early Morning,16,10,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1575,1,10031,2019,3,24,Sunday,1,Summer,21,10,Night,23,25,Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5769,2019,3,6,Wednesday,0,Summer,8,20,Morning,11,20,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,150,0,4804,2019,4,24,Wednesday,0,Summer,15,15,Afternoon,17,45,Evening
Air India,Kolkata,Banglore,CCU → BLR,155,0,4145,2019,5,15,Wednesday,0,Summer,20,45,Night,23,20,Night
Air India,Kolkata,Banglore,CCU → BLR,155,0,4880,2019,5,18,Saturday,1,Summer,20,45,Night,23,20,Night
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3543,2019,6,6,Thursday,0,Rainy,9,45,Morning,12,0,Afternoon
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,745,1,27992,2019,1,3,Thursday,0,Winter,8,55,Morning,21,20,Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,810,1,7191,2019,9,5,Thursday,0,Rainy,7,30,Early Morning,21,0,Night
Vistara,Banglore,Delhi,BLR → DEL,160,0,5403,2019,1,4,Friday,0,Winter,7,0,Early Morning,9,40,Morning
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,15812,2019,9,6,Friday,0,Rainy,11,40,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4544,2019,9,4,Wednesday,0,Rainy,19,50,Evening,22,50,Night
Air Asia,Delhi,Cochin,DEL → BLR → COK,340,1,11410,2019,3,6,Wednesday,0,Summer,16,45,Evening,22,25,Night
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,4332,2019,3,5,Tuesday,0,Summer,11,35,Morning,14,0,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,4544,2019,4,15,Monday,0,Summer,17,45,Evening,20,45,Night
IndiGo,Kolkata,Banglore,CCU → MAA → BLR,240,1,4226,2019,5,24,Friday,0,Summer,6,20,Early Morning,10,20,Morning
Air India,Kolkata,Banglore,CCU → BLR,155,0,4145,2019,3,6,Wednesday,0,Summer,20,45,Night,23,20,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,555,1,14848,2019,6,27,Thursday,0,Rainy,10,0,Morning,19,15,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,3419,2019,3,4,Monday,0,Summer,0,30,Late Night,3,25,Late Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,3,24,Sunday,1,Summer,18,55,Evening,21,55,Night
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,5830,2019,3,6,Wednesday,0,Summer,8,45,Morning,13,15,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,795,1,14231,2019,3,24,Sunday,1,Summer,18,55,Evening,8,10,Morning
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,435,1,11468,2019,12,5,Thursday,0,Winter,11,15,Morning,18,30,Evening
Air Asia,Kolkata,Banglore,CCU → BLR,150,0,4409,2019,5,18,Saturday,1,Summer,22,50,Night,1,20,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4077,2019,6,21,Friday,0,Rainy,23,30,Night,2,20,Late Night
Jet Airways,Kolkata,Banglore,CCU → DEL → BLR,690,1,13067,2019,9,5,Thursday,0,Rainy,9,35,Morning,21,5,Night
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,6,6,Thursday,0,Rainy,7,10,Early Morning,10,5,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,745,1,14817,2019,9,3,Tuesday,0,Rainy,6,50,Early Morning,19,15,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,4326,2019,3,24,Sunday,1,Summer,7,55,Early Morning,10,15,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,840,1,15603,2019,3,3,Sunday,1,Summer,7,0,Early Morning,21,0,Night
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,1830,2,13885,2019,3,24,Sunday,1,Summer,16,45,Evening,23,15,Night
Multiple carriers,Delhi,Cochin,DEL → GWL → IDR → BOM → COK,565,3,15629,2019,9,6,Friday,0,Rainy,11,35,Morning,21,0,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,435,1,13377,2019,5,27,Monday,0,Summer,18,15,Evening,1,30,Late Night
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,495,1,26890,2019,1,3,Thursday,0,Winter,7,0,Early Morning,15,15,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,175,0,3419,2019,5,15,Wednesday,0,Summer,0,30,Late Night,3,25,Late Night
Air India,Kolkata,Banglore,CCU → GAU → DEL → BLR,805,2,14960,2019,5,15,Wednesday,0,Summer,9,50,Morning,23,15,Night
Air India,Mumbai,Hyderabad,BOM → HYD,75,0,11185,2019,3,3,Sunday,1,Summer,19,30,Evening,20,45,Night
Air India,Delhi,Cochin,DEL → BOM → COK,1455,1,8372,2019,5,27,Monday,0,Summer,19,0,Evening,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,620,1,10262,2019,6,6,Thursday,0,Rainy,2,15,Late Night,12,35,Afternoon
SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,315,1,4649,2019,3,4,Monday,0,Summer,15,5,Afternoon,20,20,Night
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5678,2019,9,3,Tuesday,0,Rainy,19,40,Evening,21,10,Night
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,3971,2019,1,6,Sunday,1,Winter,9,30,Morning,12,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,7878,2019,3,6,Wednesday,0,Summer,7,10,Early Morning,16,10,Evening
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,13014,2019,6,27,Thursday,0,Rainy,5,30,Early Morning,19,0,Evening
IndiGo,Banglore,Delhi,BLR → DEL,165,0,4423,2019,1,5,Saturday,1,Winter,6,5,Early Morning,8,50,Morning
Vistara,Banglore,Delhi,BLR → DEL,170,0,4668,2019,5,27,Monday,0,Summer,9,45,Morning,12,35,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1265,1,10844,2019,5,21,Tuesday,0,Summer,21,10,Night,18,15,Evening
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1125,2,10368,2019,6,24,Monday,0,Rainy,9,40,Morning,4,25,Early Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4591,2019,4,21,Sunday,1,Summer,10,10,Morning,13,0,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,395,1,9794,2019,5,18,Saturday,1,Summer,6,0,Early Morning,12,35,Afternoon
